   # Index         I (Jy)      M/D (uas)       PA (deg)  VA red. chisq  CP red. chisq     red. chisq     log-liklhd     FileName
         0       0.547101        3.23514       -31.3832        12.5881        35.9537        25.4377       -3599.16     /gpfs/hpu/EHT2020/sc_4/Ma-0.5/m_1_1_160/image_Ma-0.5_1000_17_0_230.e9_6.2e9_3.62831e+25_160_4.dat
         1       0.980679        3.40422        -51.632        7.75079        26.5288        18.1061       -3334.39     /gpfs/hpu/EHT2020/sc_4/Ma-0.5/m_1_1_160/image_Ma-0.5_1008_17_0_230.e9_6.2e9_3.62831e+25_160_4.dat
         2        1.27719        4.43947       -7.40343        16.5755        36.3089        27.3557        -4172.5     /gpfs/hpu/EHT2020/sc_4/Ma-0.5/m_1_1_160/image_Ma-0.5_1016_17_0_230.e9_6.2e9_3.62831e+25_160_4.dat
         3       0.691395         3.6814       -114.026        11.4896        41.7042        28.1635       -3935.93     /gpfs/hpu/EHT2020/sc_4/Ma-0.5/m_1_1_160/image_Ma-0.5_1024_17_0_230.e9_6.2e9_3.62831e+25_160_4.dat
         4       0.803639         3.3365       -10.8692        4.24143        12.3134        8.68178       -1610.02     /gpfs/hpu/EHT2020/sc_4/Ma-0.5/m_1_1_160/image_Ma-0.5_1032_17_0_230.e9_6.2e9_3.62831e+25_160_4.dat
         5       0.499621        3.51187       -35.4856        17.9012        45.5264        33.0568       -4507.73     /gpfs/hpu/EHT2020/sc_4/Ma-0.5/m_1_1_160/image_Ma-0.5_1040_17_0_230.e9_6.2e9_3.62831e+25_160_4.dat
         6        1.24556        3.00774          95.18        10.7917        37.4133        25.4748       -4011.51     /gpfs/hpu/EHT2020/sc_4/Ma-0.5/m_1_1_160/image_Ma-0.5_1048_17_0_230.e9_6.2e9_3.62831e+25_160_4.dat
         7       0.751918        3.81136        146.947        8.10682        70.1242        42.5184       -6590.14     /gpfs/hpu/EHT2020/sc_4/Ma-0.5/m_1_1_160/image_Ma-0.5_1056_17_0_230.e9_6.2e9_3.62831e+25_160_4.dat
         8       0.756994        3.89785       -114.435        6.93082        31.9694        20.7798       -3131.28     /gpfs/hpu/EHT2020/sc_4/Ma-0.5/m_1_1_160/image_Ma-0.5_1064_17_0_230.e9_6.2e9_3.62831e+25_160_4.dat
         9        1.08642         3.9697       -90.1425        3.74177         22.495        14.1318       -2332.27     /gpfs/hpu/EHT2020/sc_4/Ma-0.5/m_1_1_160/image_Ma-0.5_1072_17_0_230.e9_6.2e9_3.62831e+25_160_4.dat
        10       0.751854        3.91814       -57.6943        5.23034        5.69128        5.42356       -1162.59     /gpfs/hpu/EHT2020/sc_4/Ma-0.5/m_1_1_160/image_Ma-0.5_1080_17_0_230.e9_6.2e9_3.62831e+25_160_4.dat
        11       0.493256        3.87908        -9.8354        3.56175        9.31117        6.71794       -1235.55     /gpfs/hpu/EHT2020/sc_4/Ma-0.5/m_1_1_160/image_Ma-0.5_1088_17_0_230.e9_6.2e9_3.62831e+25_160_4.dat
        12       0.863312         3.6998       -37.7601        4.65991        4.05558        4.26726       -1120.11     /gpfs/hpu/EHT2020/sc_4/Ma-0.5/m_1_1_160/image_Ma-0.5_1096_17_0_230.e9_6.2e9_3.62831e+25_160_4.dat
        13       0.578168        3.62932       -74.4748        6.59353        8.12968        7.36856        -1329.4     /gpfs/hpu/EHT2020/sc_4/Ma-0.5/m_1_1_160/image_Ma-0.5_1104_17_0_230.e9_6.2e9_3.62831e+25_160_4.dat
        14       0.537318        3.73119        -41.737        6.84575        9.23401        8.09189       -1397.98     /gpfs/hpu/EHT2020/sc_4/Ma-0.5/m_1_1_160/image_Ma-0.5_1112_17_0_230.e9_6.2e9_3.62831e+25_160_4.dat
        15       0.671164        3.93331       -7.42432        3.95953        11.4705        8.09112       -1475.61     /gpfs/hpu/EHT2020/sc_4/Ma-0.5/m_1_1_160/image_Ma-0.5_1120_17_0_230.e9_6.2e9_3.62831e+25_160_4.dat
        16       0.438056        3.47163       -63.9875        4.88678        5.39151        5.10852       -1010.95     /gpfs/hpu/EHT2020/sc_4/Ma-0.5/m_1_1_160/image_Ma-0.5_1128_17_0_230.e9_6.2e9_3.62831e+25_160_4.dat
        17       0.505274        3.81358        40.2927        9.10153        12.5918        10.9336       -1835.97     /gpfs/hpu/EHT2020/sc_4/Ma-0.5/m_1_1_160/image_Ma-0.5_1136_17_0_230.e9_6.2e9_3.62831e+25_160_4.dat
        18       0.375168        3.44975       -6.09229        10.3818         6.3256        7.99914       -1416.02     /gpfs/hpu/EHT2020/sc_4/Ma-0.5/m_1_1_160/image_Ma-0.5_1144_17_0_230.e9_6.2e9_3.62831e+25_160_4.dat
        19       0.501626        3.52836        3.61904        4.29174        4.60559        4.41447        -984.46     /gpfs/hpu/EHT2020/sc_4/Ma-0.5/m_1_1_160/image_Ma-0.5_1152_17_0_230.e9_6.2e9_3.62831e+25_160_4.dat
        20        0.81741        3.51425        19.8904        16.0533        8.79162        11.8183        -2030.4     /gpfs/hpu/EHT2020/sc_4/Ma-0.5/m_1_1_160/image_Ma-0.5_1160_17_0_230.e9_6.2e9_3.62831e+25_160_4.dat
        21       0.533079        3.41246       -16.8595        5.24873         4.0815        4.53573       -1029.87     /gpfs/hpu/EHT2020/sc_4/Ma-0.5/m_1_1_160/image_Ma-0.5_1168_17_0_230.e9_6.2e9_3.62831e+25_160_4.dat
        22       0.448368        3.43883       -28.1226        4.29483        4.58397        4.40377       -964.422     /gpfs/hpu/EHT2020/sc_4/Ma-0.5/m_1_1_160/image_Ma-0.5_1176_17_0_230.e9_6.2e9_3.62831e+25_160_4.dat
        23       0.778833        3.27316       -2.28989        9.58728        11.2617        10.4031       -1918.42     /gpfs/hpu/EHT2020/sc_4/Ma-0.5/m_1_1_160/image_Ma-0.5_1184_17_0_230.e9_6.2e9_3.62831e+25_160_4.dat
        24       0.648804          3.698        18.1488        23.5453        8.21732        14.7312       -2389.55     /gpfs/hpu/EHT2020/sc_4/Ma-0.5/m_1_1_160/image_Ma-0.5_1192_17_0_230.e9_6.2e9_3.62831e+25_160_4.dat
        25       0.376583        3.44762        0.68789        4.49647        4.40953         4.3937       -930.893     /gpfs/hpu/EHT2020/sc_4/Ma-0.5/m_1_1_160/image_Ma-0.5_1200_17_0_230.e9_6.2e9_3.62831e+25_160_4.dat
        26       0.693769        3.59873        19.6715        4.82948        8.69164        6.92016       -1307.91     /gpfs/hpu/EHT2020/sc_4/Ma-0.5/m_1_1_160/image_Ma-0.5_1208_17_0_230.e9_6.2e9_3.62831e+25_160_4.dat
        27       0.471393         3.7287        1.89403        3.92333        6.77029        5.46007       -1093.93     /gpfs/hpu/EHT2020/sc_4/Ma-0.5/m_1_1_160/image_Ma-0.5_1216_17_0_230.e9_6.2e9_3.62831e+25_160_4.dat
        28       0.830504        4.30687        42.9023        12.3973        43.3358        29.4631       -4234.14     /gpfs/hpu/EHT2020/sc_4/Ma-0.5/m_1_1_160/image_Ma-0.5_1224_17_0_230.e9_6.2e9_3.62831e+25_160_4.dat
        29       0.641692        4.05846        83.8649        8.95604        27.1708        18.9834        -2973.8     /gpfs/hpu/EHT2020/sc_4/Ma-0.5/m_1_1_160/image_Ma-0.5_1232_17_0_230.e9_6.2e9_3.62831e+25_160_4.dat
        30       0.789182        3.84022         62.295        8.82832        72.0689        43.9119       -6200.19     /gpfs/hpu/EHT2020/sc_4/Ma-0.5/m_1_1_160/image_Ma-0.5_1240_17_0_230.e9_6.2e9_3.62831e+25_160_4.dat
        31       0.690526         3.7517        203.569        4.85368        62.2093        36.7106       -5220.42     /gpfs/hpu/EHT2020/sc_4/Ma-0.5/m_1_1_160/image_Ma-0.5_1248_17_0_230.e9_6.2e9_3.62831e+25_160_4.dat
        32       0.540346        3.94662        228.401        3.86564        14.5892        9.78604       -1690.39     /gpfs/hpu/EHT2020/sc_4/Ma-0.5/m_1_1_160/image_Ma-0.5_1256_17_0_230.e9_6.2e9_3.62831e+25_160_4.dat
        33       0.462308        3.84755        244.212        5.47807        8.60929        7.15417       -1319.78     /gpfs/hpu/EHT2020/sc_4/Ma-0.5/m_1_1_160/image_Ma-0.5_1264_17_0_230.e9_6.2e9_3.62831e+25_160_4.dat
        34       0.442471        3.60056        245.022        2.41374        5.34554        4.01595        -925.75     /gpfs/hpu/EHT2020/sc_4/Ma-0.5/m_1_1_160/image_Ma-0.5_1272_17_0_230.e9_6.2e9_3.62831e+25_160_4.dat
